"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Regional de Trànsit (ART)/ Àrea Bàsica Policial (ABP)","Autobús","Metro","Taxi","Tren"
"11","novembre","2024","RP Metropolitana Sud","ABP Martorell","1","1",,"14"
"11","novembre","2024","RP Metropolitana Sud","ABP Gavà","9",,,"19"
"11","novembre","2024","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"8"
"11","novembre","2024","RP Metropolitana Sud","ABP Garraf","2",,,"32"
"11","novembre","2024","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","20","132",,"26"
"11","novembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","4","17",,"20"
"11","novembre","2024","RP Metropolitana Sud","ABP Sant Boi de Llobregat","5",,,"7"
"11","novembre","2024","RP Metropolitana Sud","ABP Cornellà de Llobregat","4","12",,"6"
"11","novembre","2024","RP Metropolitana Sud","ABP Esplugues de Llobregat","2","3",,
"11","novembre","2024","RP  Metropolitana Nord","ABP Arenys de Mar","2",,"1","14"
"11","novembre","2024","RP  Metropolitana Nord","ABP Mataró",,,,"14"
"11","novembre","2024","RP  Metropolitana Nord","ABP Premià de Mar","1",,,"10"
"11","novembre","2024","RP  Metropolitana Nord","ABP Granollers","1",,,"17"
"11","novembre","2024","RP  Metropolitana Nord","ABP Mollet del Vallès",,,,"10"
"11","novembre","2024","RP  Metropolitana Nord","ABP Badalona","32","28","2","15"
"11","novembre","2024","RP  Metropolitana Nord","ABP Cerdanyola",,"2","1","29"
"11","novembre","2024","RP  Metropolitana Nord","ABP Rubí","1",,,"18"
"11","novembre","2024","RP  Metropolitana Nord","ABP Sabadell","9",,"2","16"
"11","novembre","2024","RP  Metropolitana Nord","ABP Terrassa","8",,,"16"
"11","novembre","2024","RP  Metropolitana Nord","ABP Santa Coloma de Gramenet","19","20",,
"11","novembre","2024","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"11","novembre","2024","RP Ponent","ABP Segrià","9",,"1","5"
"11","novembre","2024","RP Ponent","ABP Segarra - Urgell",,,,"13"
"11","novembre","2024","RP Ponent","ABP Pla d'Urgell - Garrigues","1",,,"1"
"11","novembre","2024","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"5"
"11","novembre","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","6",,,"4"
"11","novembre","2024","RP Camp de Tarragona","ABP Baix Penedès","1",,,"7"
"11","novembre","2024","RP Camp de Tarragona","ABP Tarragonès","17",,,"6"
"1","gener","2025","RP Central","ABP Osona",,,,"2"
"1","gener","2025","RP Central","ABP Osona",,,,"3"
"1","gener","2025","RP Central","ABP Osona","1",,,"2"
"1","gener","2025","RP Central","ABP Bages","4",,"1","4"
"1","gener","2025","RP Central","ABP Bages","3",,,
"1","gener","2025","RP Terres de l'Ebre","ABP Baix Ebre",,,,"1"
"1","gener","2025","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"1"
"1","gener","2025","RP Terres de l'Ebre","ABP Montsià","1",,,
"1","gener","2025","RP Girona","ABP Gironès - Pla de l'Estany","5",,,"16"
"1","gener","2025","RP Girona","ABP Gironès - Pla de l'Estany","1",,,"2"
"1","gener","2025","RP Girona","ABP Alt Empordà - Figueres",,,,"9"
"1","gener","2025","RP Girona","ABP Alt Empordà - Figueres",,,,"15"
"1","gener","2025","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"1","gener","2025","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"1","gener","2025","RP Girona","ABP Garrotxa","1",,,
"1","gener","2025","RP Girona","ABP Ripollès","1",,,
"1","gener","2025","RP Girona","ABP Selva Litoral",,,,"3"
"1","gener","2025","RP Girona","ABP Selva Litoral","2",,,
"1","gener","2025","RP Girona","ABP Selva Interior",,,,"8"
"1","gener","2025","RP Metropolitana Barcelona","ABP Sant Martí","56","132","1","26"
"1","gener","2025","RP Metropolitana Barcelona","ABP Ciutat Vella","22","147","2","27"
"1","gener","2025","RP Metropolitana Barcelona","ABP Eixample","199","521","9","77"
"1","gener","2025","RP Metropolitana Barcelona","ABP Sants-Montjuïc","43","146","1","136"
"1","gener","2025","RP Metropolitana Barcelona","ABP Les Corts","29","14","1",
"1","gener","2025","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","61","2","2","11"
"1","gener","2025","RP Metropolitana Barcelona","ABP Gràcia","41","29",,"1"
"1","gener","2025","RP Metropolitana Barcelona","ABP Horta-Guinardó","48","33","1",
"1","gener","2025","RP Metropolitana Barcelona","ABP Nou Barris","52","18","1","2"
"1","gener","2025","RP Metropolitana Barcelona","ABP Sant Andreu","48","106",,"30"
"1","gener","2025","RP Metropolitana Barcelona","ABP Barcelona","11","22","1","22"
"1","gener","2025","RP Metropolitana Sud","ABP Alt Penedès",,,,"1"
"1","gener","2025","RP Metropolitana Sud","ABP Alt Penedès","1",,,"2"
"1","gener","2025","RP Metropolitana Sud","ABP Martorell",,,,"2"
"1","gener","2025","RP Metropolitana Sud","ABP Martorell",,,,"12"
"1","gener","2025","RP Metropolitana Sud","ABP Martorell","1",,,
"1","gener","2025","RP Metropolitana Sud","ABP Martorell",,,,"1"
"1","gener","2025","RP Metropolitana Sud","ABP Martorell",,,,"2"
"1","gener","2025","RP Metropolitana Sud","ABP Gavà","4",,,"8"
"1","gener","2025","RP Metropolitana Sud","ABP Gavà",,,,"5"
"1","gener","2025","RP Metropolitana Sud","ABP Gavà","1",,,
"1","gener","2025","RP Metropolitana Sud","ABP Gavà","4",,,"4"
"1","gener","2025","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"2"
"1","gener","2025","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"1"
"1","gener","2025","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"2"
"1","gener","2025","RP Metropolitana Sud","ABP Garraf",,,,"1"
"1","gener","2025","RP Metropolitana Sud","ABP Garraf",,,,"17"
"1","gener","2025","RP Metropolitana Sud","ABP Garraf","2",,,"17"
"1","gener","2025","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","26","152","3","34"
"1","gener","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","8","17",,"8"
"1","gener","2025","RP Metropolitana Sud","ABP Sant Boi de Llobregat",,,,"1"
"1","gener","2025","RP Metropolitana Sud","ABP Sant Boi de Llobregat","2",,,"5"
"1","gener","2025","RP Metropolitana Sud","ABP Cornellà de Llobregat","4","13",,"5"
"1","gener","2025","RP Metropolitana Sud","ABP Cornellà de Llobregat",,,"2",
"1","gener","2025","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","4",,
"1","gener","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"3"
"1","gener","2025","RP  Metropolitana Nord","ABP Arenys de Mar","1",,,"4"
"1","gener","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"2"
"1","gener","2025","RP  Metropolitana Nord","ABP Arenys de Mar","1",,,"3"
"1","gener","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"1"
"1","gener","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"2"
"1","gener","2025","RP  Metropolitana Nord","ABP Mataró","1",,,"25"
"1","gener","2025","RP  Metropolitana Nord","ABP Mataró",,,,"1"
"1","gener","2025","RP  Metropolitana Nord","ABP Premià de Mar",,,,"4"
"1","gener","2025","RP  Metropolitana Nord","ABP Premià de Mar",,,,"1"
"1","gener","2025","RP  Metropolitana Nord","ABP Premià de Mar","1",,,"1"
"1","gener","2025","RP  Metropolitana Nord","ABP Granollers","3",,,
"1","gener","2025","RP  Metropolitana Nord","ABP Granollers",,,,"5"
"1","gener","2025","RP  Metropolitana Nord","ABP Granollers",,,,"2"
"1","gener","2025","RP  Metropolitana Nord","ABP Granollers","1",,,"18"
"1","gener","2025","RP  Metropolitana Nord","ABP Granollers",,,,"1"
"1","gener","2025","RP  Metropolitana Nord","ABP Granollers",,,,"4"
"1","gener","2025","RP  Metropolitana Nord","ABP Mollet del Vallès",,,,"1"
"1","gener","2025","RP  Metropolitana Nord","ABP Mollet del Vallès","1",,,"4"
"1","gener","2025","RP  Metropolitana Nord","ABP Mollet del Vallès",,,"1","4"
"1","gener","2025","RP  Metropolitana Nord","ABP Badalona","43","24",,"5"
"1","gener","2025","RP  Metropolitana Nord","ABP Badalona","8","1",,"8"
"1","gener","2025","RP  Metropolitana Nord","ABP Cerdanyola","1",,,"3"
"1","gener","2025","RP  Metropolitana Nord","ABP Cerdanyola","2",,,"7"
"1","gener","2025","RP  Metropolitana Nord","ABP Cerdanyola","1","1",,"9"
"1","gener","2025","RP  Metropolitana Nord","ABP Cerdanyola","2",,,
"1","gener","2025","RP  Metropolitana Nord","ABP Rubí",,,"1","3"
"1","gener","2025","RP  Metropolitana Nord","ABP Rubí",,,,"3"
"1","gener","2025","RP  Metropolitana Nord","ABP Rubí",,"1","2","8"
"1","gener","2025","RP  Metropolitana Nord","ABP Sabadell","1",,,
"1","gener","2025","RP  Metropolitana Nord","ABP Sabadell","25",,,"11"
"1","gener","2025","RP  Metropolitana Nord","ABP Sabadell",,,,"1"
"1","gener","2025","RP  Metropolitana Nord","ABP Sabadell","1",,,"1"
"1","gener","2025","RP  Metropolitana Nord","ABP Terrassa",,,,"3"
"1","gener","2025","RP  Metropolitana Nord","ABP Terrassa","7",,,"14"
"1","gener","2025","RP  Metropolitana Nord","ABP Santa Coloma de Gramenet","16","15",,
"1","gener","2025","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"1","gener","2025","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"1","gener","2025","RP Pirineu Occidental","ABP Vall d'Aran - Alta Ribagorça","1",,,
"1","gener","2025","RP Ponent","ABP Segrià",,,,"1"
"1","gener","2025","RP Ponent","ABP Segrià","2",,"1","8"
"1","gener","2025","RP Ponent","ABP Segarra - Urgell",,,,"2"
"1","gener","2025","RP Ponent","ABP Pla d'Urgell - Garrigues",,,,"1"
"1","gener","2025","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","1",,,
"1","gener","2025","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","2",,,
"1","gener","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,"1"
"1","gener","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat",,,,"3"
"1","gener","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,,"6"
"1","gener","2025","RP Camp de Tarragona","ABP Baix Penedès",,,,"4"
"1","gener","2025","RP Camp de Tarragona","ABP Baix Penedès",,,,"1"
"1","gener","2025","RP Camp de Tarragona","ABP Baix Penedès","1",,,"7"
"1","gener","2025","RP Camp de Tarragona","ABP Baix Penedès",,,,"2"
"1","gener","2025","RP Camp de Tarragona","ABP Tarragonès",,,,"2"
"1","gener","2025","RP Camp de Tarragona","ABP Tarragonès","26",,,"3"
"2","febrer","2025","RP Central","ABP Osona",,,,"1"
"2","febrer","2025","RP Central","ABP Osona",,,,"3"
"2","febrer","2025","RP Central","ABP Osona",,,,"3"
"2","febrer","2025","RP Central","ABP Anoia",,,,"1"
"2","febrer","2025","RP Central","ABP Anoia",,,"1","1"
"2","febrer","2025","RP Central","ABP Bages","4",,"1","3"
"2","febrer","2025","RP Central","ABP Bages",,,,"1"
"2","febrer","2025","RP Terres de l'Ebre","ABP Baix Ebre",,,,"2"
"2","febrer","2025","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"2"
"2","febrer","2025","RP Terres de l'Ebre","ABP Montsià","2",,,
"2","febrer","2025","RP Girona","ABP Gironès - Pla de l'Estany","5",,,"14"
"2","febrer","2025","RP Girona","ABP Gironès - Pla de l'Estany",,,,"5"
"2","febrer","2025","RP Girona","ABP Gironès - Pla de l'Estany","2",,,
"2","febrer","2025","RP Girona","ABP Alt Empordà - Figueres","1",,,"11"
"2","febrer","2025","RP Girona","ABP Alt Empordà - Figueres",,,,"5"
"2","febrer","2025","RP Girona","ABP Alt Empordà - Roses",,,,"2"
"2","febrer","2025","RP Girona","ABP Garrotxa","2",,,
"2","febrer","2025","RP Girona","ABP Ripollès",,,,"1"
"2","febrer","2025","RP Girona","ABP Ripollès",,,,"1"
"2","febrer","2025","RP Girona","ABP Selva Litoral",,,,"7"
"2","febrer","2025","RP Girona","ABP Selva Litoral","1",,,
"2","febrer","2025","RP Girona","ABP Selva Interior",,,,"10"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Sant Martí","54","129","1","24"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Ciutat Vella","30","170","4","22"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Eixample","188","551","3","73"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Sants-Montjuïc","46","175","3","118"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Les Corts","40","30",,
"2","febrer","2025","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","63","3",,"11"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Gràcia","46","44","3","1"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Horta-Guinardó","55","30","1",
"2","febrer","2025","RP Metropolitana Barcelona","ABP Nou Barris","38","28",,"5"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Sant Andreu","39","116",,"8"
"2","febrer","2025","RP Metropolitana Barcelona","ABP Barcelona","12","21",,"12"
"2","febrer","2025","RP Metropolitana Sud","ABP Alt Penedès",,,,"1"
"2","febrer","2025","RP Metropolitana Sud","ABP Alt Penedès",,,,"6"
"2","febrer","2025","RP Metropolitana Sud","ABP Martorell",,,,"1"
"2","febrer","2025","RP Metropolitana Sud","ABP Martorell","1",,,
"2","febrer","2025","RP Metropolitana Sud","ABP Martorell",,,,"14"
"2","febrer","2025","RP Metropolitana Sud","ABP Martorell",,,,"1"
"2","febrer","2025","RP Metropolitana Sud","ABP Martorell",,,,"2"
"2","febrer","2025","RP Metropolitana Sud","ABP Gavà","4",,,"2"
"2","febrer","2025","RP Metropolitana Sud","ABP Gavà","1",,,"5"
"2","febrer","2025","RP Metropolitana Sud","ABP Gavà","5",,,"5"
"2","febrer","2025","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"4"
"2","febrer","2025","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","2",,,
"2","febrer","2025","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"2"
"2","febrer","2025","RP Metropolitana Sud","ABP Garraf",,,,"4"
"2","febrer","2025","RP Metropolitana Sud","ABP Garraf",,,,"16"
"2","febrer","2025","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","22","160","1","15"
"2","febrer","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","4","13",,"18"
"2","febrer","2025","RP Metropolitana Sud","ABP Sant Boi de Llobregat","2",,"1","10"
"2","febrer","2025","RP Metropolitana Sud","ABP Cornellà de Llobregat","3","8",,"3"
"2","febrer","2025","RP Metropolitana Sud","ABP Cornellà de Llobregat","2",,,"1"
"2","febrer","2025","RP Metropolitana Sud","ABP Esplugues de Llobregat","1",,"1",
"2","febrer","2025","RP Metropolitana Sud","ABP Esplugues de Llobregat","2",,,
"2","febrer","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,"1","6"
"2","febrer","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"5"
"2","febrer","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"2"
"2","febrer","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"4"
"2","febrer","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"2"
"2","febrer","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"4"
"2","febrer","2025","RP  Metropolitana Nord","ABP Arenys de Mar",,,,"1"
"2","febrer","2025","RP  Metropolitana Nord","ABP Mataró","2",,,
"2","febrer","2025","RP  Metropolitana Nord","ABP Mataró","3",,,"6"
"2","febrer","2025","RP  Metropolitana Nord","ABP Mataró",,,,"1"
"2","febrer","2025","RP  Metropolitana Nord","ABP Premià de Mar","1",,,
"2","febrer","2025","RP  Metropolitana Nord","ABP Premià de Mar",,,,"3"
"2","febrer","2025","RP  Metropolitana Nord","ABP Premià de Mar",,,,"10"
"2","febrer","2025","RP  Metropolitana Nord","ABP Premià de Mar",,,,"3"
"2","febrer","2025","RP  Metropolitana Nord","ABP Premià de Mar",,,,"3"
"2","febrer","2025","RP  Metropolitana Nord","ABP Granollers","1",,,
"2","febrer","2025","RP  Metropolitana Nord","ABP Granollers",,,,"6"
"2","febrer","2025","RP  Metropolitana Nord","ABP Granollers",,,,"1"
"2","febrer","2025","RP  Metropolitana Nord","ABP Granollers",,,,"1"
"2","febrer","2025","RP  Metropolitana Nord","ABP Granollers","1","1",,"20"
"2","febrer","2025","RP  Metropolitana Nord","ABP Granollers",,,,"9"
"2","febrer","2025","RP  Metropolitana Nord","ABP Granollers",,,,"1"
"2","febrer","2025","RP  Metropolitana Nord","ABP Mollet del Vallès",,,,"5"
"2","febrer","2025","RP  Metropolitana Nord","ABP Mollet del Vallès",,,,"2"
"2","febrer","2025","RP  Metropolitana Nord","ABP Badalona","35","35","1","10"
"2","febrer","2025","RP  Metropolitana Nord","ABP Badalona","5","2",,"7"
"2","febrer","2025","RP  Metropolitana Nord","ABP Cerdanyola","1",,,"2"
"2","febrer","2025","RP  Metropolitana Nord","ABP Cerdanyola","1",,,"7"
"2","febrer","2025","RP  Metropolitana Nord","ABP Cerdanyola",,"1",,"8"
"2","febrer","2025","RP  Metropolitana Nord","ABP Rubí",,,,"3"
"2","febrer","2025","RP  Metropolitana Nord","ABP Rubí",,,,"4"
"2","febrer","2025","RP  Metropolitana Nord","ABP Rubí","1",,,"2"
"2","febrer","2025","RP  Metropolitana Nord","ABP Sabadell","1",,,
"2","febrer","2025","RP  Metropolitana Nord","ABP Sabadell","13",,,"16"
"2","febrer","2025","RP  Metropolitana Nord","ABP Terrassa",,,,"4"
"2","febrer","2025","RP  Metropolitana Nord","ABP Terrassa","7",,,"9"
"2","febrer","2025","RP  Metropolitana Nord","ABP Santa Coloma de Gramenet","22","14",,
"2","febrer","2025","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"2","febrer","2025","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà",,,"1",
"2","febrer","2025","RP Ponent","ABP Segrià","4",,,"6"
"2","febrer","2025","RP Ponent","ABP Segarra - Urgell",,,,"6"
"2","febrer","2025","RP Ponent","ABP Segarra - Urgell",,,,"2"
"2","febrer","2025","RP Ponent","ABP Pla d'Urgell - Garrigues",,,,"1"
"2","febrer","2025","RP Ponent","ABP Pla d'Urgell - Garrigues",,,,"1"
"2","febrer","2025","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"2"
"2","febrer","2025","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"2","febrer","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat",,,,"2"
"2","febrer","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,,"1"
"2","febrer","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat","4",,,"7"
"2","febrer","2025","RP Camp de Tarragona","ABP Baix Penedès",,,,"4"
"2","febrer","2025","RP Camp de Tarragona","ABP Baix Penedès",,,,"1"
"2","febrer","2025","RP Camp de Tarragona","ABP Baix Penedès",,,,"13"
"2","febrer","2025","RP Camp de Tarragona","ABP Baix Penedès",,,,"2"
"2","febrer","2025","RP Camp de Tarragona","ABP Tarragonès","1",,,"2"
"2","febrer","2025","RP Camp de Tarragona","ABP Tarragonès",,,,"1"
"2","febrer","2025","RP Camp de Tarragona","ABP Tarragonès","8",,,"3"
"3","març","2025","RP Central","ABP Osona",,,"1",
"3","març","2025","RP Central","ABP Osona",,,,"2"
"3","març","2025","RP Central","ABP Osona","1",,,"3"
"3","març","2025","RP Central","ABP Anoia","2",,,
"3","març","2025","RP Central","ABP Anoia",,,,"1"
"3","març","2025","RP Central","ABP Anoia",,,,"1"
"3","març","2025","RP Central","ABP Bages","1",,,"6"
"3","març","2025","RP Central","ABP Bages",,,,"1"
"3","març","2025","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"1"
"3","març","2025","RP Terres de l'Ebre","ABP Baix Ebre",,,,"3"
"3","març","2025","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"1"
"3","març","2025","RP Girona","ABP Gironès - Pla de l'Estany","1",,,
"3","març","2025","RP Girona","ABP Gironès - Pla de l'Estany","2",,,"20"
"3","març","2025","RP Girona","ABP Gironès - Pla de l'Estany",,,,"2"
"3","març","2025","RP Girona","ABP Alt Empordà - Figueres","1",,,"6"
"3","març","2025","RP Girona","ABP Alt Empordà - Figueres",,,,"3"
"3","març","2025","RP Girona","ABP Alt Empordà - Roses",,,,"2"
"3","març","2025","RP Girona","ABP Ripollès",,,,"2"
"3","març","2025","RP Girona","ABP Selva Litoral","2",,,"7"
"3","març","2025","RP Girona","ABP Selva Litoral",,,"1","1"
"3","març","2025","RP Girona","ABP Selva Litoral","1",,,
"3","març","2025","RP Girona","ABP Selva Interior",,,"1","10"
"3","març","2025","RP Metropolitana Barcelona","ABP Sant Martí","48","152","1","21"
"3","març","2025","RP Metropolitana Barcelona","ABP Ciutat Vella","47","175","2","32"
