"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Regional de Trànsit (ART)/ Àrea Bàsica Policial (ABP)","Autobús","Metro","Taxi","Tren"
"5","maig","2024","RP Terres de l'Ebre","ABP Montsià","2",,,"1"
"5","maig","2024","RP Girona","ABP Gironès - Pla de l'Estany","11",,,"26"
"5","maig","2024","RP Girona","ABP Alt Empordà - Figueres",,,,"12"
"5","maig","2024","RP Girona","ABP Alt Empordà - Roses",,,,"1"
"5","maig","2024","RP Girona","ABP Baix Empordà - La Bisbal","1",,"1",
"5","maig","2024","RP Girona","ABP Baix Empordà - Sant Feliu","2",,,
"5","maig","2024","RP Girona","ABP Garrotxa","1",,,
"5","maig","2024","RP Girona","ABP Ripollès",,,,"1"
"5","maig","2024","RP Girona","ABP Selva Litoral","7",,,"7"
"5","maig","2024","RP Girona","ABP Selva Interior",,,,"6"
"5","maig","2024","RP Metropolitana Barcelona","ABP Sant Martí","59","127","2","33"
"5","maig","2024","RP Metropolitana Barcelona","ABP Ciutat Vella","50","193","2","22"
"5","maig","2024","RP Metropolitana Barcelona","ABP Eixample","171","523","3","87"
"5","maig","2024","RP Metropolitana Barcelona","ABP Sants-Montjuïc","53","162","1","170"
"5","maig","2024","RP Metropolitana Barcelona","ABP Les Corts","22","24","1",
"5","maig","2024","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","43","4","2","14"
"5","maig","2024","RP Metropolitana Barcelona","ABP Gràcia","50","28",,
"5","maig","2024","RP Metropolitana Barcelona","ABP Horta-Guinardó","51","25",,"1"
"5","maig","2024","RP Metropolitana Barcelona","ABP Nou Barris","38","27",,"9"
"5","maig","2024","RP Metropolitana Barcelona","ABP Sant Andreu","40","73",,"18"
"5","maig","2024","RP Metropolitana Barcelona","ABP Barcelona","8","29",,"26"
"5","maig","2024","RP Metropolitana Sud","ABP Alt Penedès","3",,,"4"
"5","maig","2024","RP Metropolitana Sud","ABP Martorell","2",,,"13"
"5","maig","2024","RP Metropolitana Sud","ABP Gavà","5",,,"22"
"5","maig","2024","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","2",,,"4"
"5","maig","2024","RP Metropolitana Sud","ABP Garraf",,,,"37"
"5","maig","2024","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","18","148","1","29"
"5","maig","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","5","15","1","25"
"5","maig","2024","RP Metropolitana Sud","ABP Sant Boi de Llobregat","4",,,"3"
"5","maig","2024","RP Metropolitana Sud","ABP Cornellà de Llobregat",,"12",,"8"
"5","maig","2024","RP Metropolitana Sud","ABP Esplugues de Llobregat","2","4","1",
"5","maig","2024","RP Metropolitana Nord","ABP Arenys de Mar","1",,,"24"
"5","maig","2024","RP Metropolitana Nord","ABP Mataró","3",,,"11"
"5","maig","2024","RP Metropolitana Nord","ABP Premià de Mar","1",,,"12"
"5","maig","2024","RP Metropolitana Nord","ABP Granollers","1",,"2","34"
"5","maig","2024","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"13"
"5","maig","2024","RP Metropolitana Nord","ABP Badalona","52","40","1","20"
"5","maig","2024","RP Metropolitana Nord","ABP Cerdanyola","4",,,"30"
"5","maig","2024","RP Metropolitana Nord","ABP Rubí",,"1",,"20"
"5","maig","2024","RP Metropolitana Nord","ABP Sabadell","15",,"1","21"
"5","maig","2024","RP Metropolitana Nord","ABP Terrassa","8",,,"22"
"5","maig","2024","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","17","26",,
"5","maig","2024","RP Pirineu Occidental","ABP Cerdanya",,,,"3"
"5","maig","2024","RP Ponent","ABP Segrià","3",,"1","4"
"5","maig","2024","RP Ponent","ABP Segarra - Urgell","1",,,"4"
"5","maig","2024","RP Ponent","ABP Pla d'Urgell - Garrigues",,,,"1"
"5","maig","2024","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","1",,,"2"
"5","maig","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,"10"
"5","maig","2024","RP Camp de Tarragona","ABP Baix Penedès","1",,,"21"
"5","maig","2024","RP Camp de Tarragona","ABP Tarragonès","7",,"1","22"
"6","juny","2024","RP Central","ABP Osona","1",,,"6"
"6","juny","2024","RP Central","ABP Anoia","1",,,"5"
"6","juny","2024","RP Central","ABP Bages","1",,,"8"
"6","juny","2024","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"3"
"6","juny","2024","RP Girona","ABP Gironès - Pla de l'Estany","7",,"1","16"
"6","juny","2024","RP Girona","ABP Alt Empordà - Figueres","1",,,"9"
"6","juny","2024","RP Girona","ABP Alt Empordà - Roses",,,,"1"
"6","juny","2024","RP Girona","ABP Baix Empordà - La Bisbal","2",,,
"6","juny","2024","RP Girona","ABP Baix Empordà - Sant Feliu","2",,"1",
"6","juny","2024","RP Girona","ABP Ripollès",,,,"2"
"6","juny","2024","RP Girona","ABP Selva Litoral","5",,,"8"
"6","juny","2024","RP Girona","ABP Selva Interior","1",,,"3"
"6","juny","2024","RP Metropolitana Barcelona","ABP Sant Martí","53","129","1","28"
"6","juny","2024","RP Metropolitana Barcelona","ABP Ciutat Vella","43","213","4","20"
"6","juny","2024","RP Metropolitana Barcelona","ABP Eixample","167","494","5","82"
"6","juny","2024","RP Metropolitana Barcelona","ABP Sants-Montjuïc","40","131","2","170"
"6","juny","2024","RP Metropolitana Barcelona","ABP Les Corts","18","31","1",
"6","juny","2024","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","23","3",,"3"
"6","juny","2024","RP Metropolitana Barcelona","ABP Gràcia","37","37",,"2"
"6","juny","2024","RP Metropolitana Barcelona","ABP Horta-Guinardó","39","34",,
"6","juny","2024","RP Metropolitana Barcelona","ABP Nou Barris","33","30",,"3"
"6","juny","2024","RP Metropolitana Barcelona","ABP Sant Andreu","43","75",,"12"
"6","juny","2024","RP Metropolitana Barcelona","ABP Barcelona","20","34",,"25"
"6","juny","2024","RP Metropolitana Sud","ABP Alt Penedès","2",,,"7"
"6","juny","2024","RP Metropolitana Sud","ABP Martorell","1",,,"18"
"6","juny","2024","RP Metropolitana Sud","ABP Gavà","3",,,"22"
"6","juny","2024","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"11"
"6","juny","2024","RP Metropolitana Sud","ABP Garraf","2",,,"61"
"6","juny","2024","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","25","134","1","23"
"6","juny","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","4","16","1","22"
"6","juny","2024","RP Metropolitana Sud","ABP Sant Boi de Llobregat","3",,,"8"
"6","juny","2024","RP Metropolitana Sud","ABP Cornellà de Llobregat","4","8",,"1"
"6","juny","2024","RP Metropolitana Sud","ABP Esplugues de Llobregat","2","4",,
"6","juny","2024","RP Metropolitana Nord","ABP Arenys de Mar",,,,"49"
"6","juny","2024","RP Metropolitana Nord","ABP Mataró","1",,,"9"
"6","juny","2024","RP Metropolitana Nord","ABP Premià de Mar","3",,,"11"
"6","juny","2024","RP Metropolitana Nord","ABP Granollers","2",,,"20"
"6","juny","2024","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"8"
"6","juny","2024","RP Metropolitana Nord","ABP Badalona","34","25","2","10"
"6","juny","2024","RP Metropolitana Nord","ABP Cerdanyola","2",,,"15"
"6","juny","2024","RP Metropolitana Nord","ABP Rubí","3",,,"22"
"6","juny","2024","RP Metropolitana Nord","ABP Sabadell","20",,,"16"
"6","juny","2024","RP Metropolitana Nord","ABP Terrassa","7",,,"15"
"6","juny","2024","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","18","19","1",
"6","juny","2024","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"6","juny","2024","RP Pirineu Occidental","ABP Cerdanya",,,"1",
"6","juny","2024","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà","1",,,"1"
"6","juny","2024","RP Pirineu Occidental","ABP Vall d'Aran - Alta Ribagorça","1",,,
"6","juny","2024","RP Ponent","ABP Segrià","4",,"1","7"
"6","juny","2024","RP Ponent","ABP Segarra - Urgell","1",,,"7"
"6","juny","2024","RP Ponent","ABP Noguera",,,,"1"
"6","juny","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,"5"
"6","juny","2024","RP Camp de Tarragona","ABP Baix Penedès","2",,,"23"
"6","juny","2024","RP Camp de Tarragona","ABP Tarragonès","14",,,"22"
"7","juliol","2024","RP Central","ABP Osona","1",,,
"7","juliol","2024","RP Central","ABP Anoia","2",,,"4"
"7","juliol","2024","RP Central","ABP Bages","1",,"1","8"
"7","juliol","2024","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"4"
"7","juliol","2024","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre","1",,,
"7","juliol","2024","RP Terres de l'Ebre","ABP Montsià","1",,"1",
"7","juliol","2024","RP Girona","ABP Gironès - Pla de l'Estany","9",,"1","17"
"7","juliol","2024","RP Girona","ABP Alt Empordà - Figueres","3",,,"14"
"7","juliol","2024","RP Girona","ABP Alt Empordà - Roses","2",,,"1"
"7","juliol","2024","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"7","juliol","2024","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"7","juliol","2024","RP Girona","ABP Garrotxa","1",,,
"7","juliol","2024","RP Girona","ABP Ripollès",,,,"3"
"7","juliol","2024","RP Girona","ABP Selva Litoral","11",,"3","13"
"7","juliol","2024","RP Girona","ABP Selva Interior",,,,"12"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Sant Martí","47","126","1","40"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Ciutat Vella","62","233","2","19"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Eixample","178","496","8","102"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Sants - Montjuïc","42","152","6","187"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Les Corts","24","38",,
"7","juliol","2024","RP Metropolitana Barcelona","ABP Sarrià - Sant Gervasi","20","4",,"9"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Gràcia","36","27",,"2"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Horta - Guinardó","23","25",,
"7","juliol","2024","RP Metropolitana Barcelona","ABP Nou Barris","16","29","2","4"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Sant Andreu","19","94","2","18"
"7","juliol","2024","RP Metropolitana Barcelona","ABP Barcelona","10","23",,"28"
"7","juliol","2024","RP Metropolitana Sud","ABP Alt Penedès","3",,,"4"
"7","juliol","2024","RP Metropolitana Sud","ABP Martorell",,,,"16"
"7","juliol","2024","RP Metropolitana Sud","ABP Gavà","12",,,"40"
"7","juliol","2024","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","2",,,"9"
"7","juliol","2024","RP Metropolitana Sud","ABP Garraf",,,,"70"
"7","juliol","2024","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","28","125","1","29"
"7","juliol","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","2","13",,"44"
"7","juliol","2024","RP Metropolitana Sud","ABP Sant Boi de Llobregat","3",,,"4"
"7","juliol","2024","RP Metropolitana Sud","ABP Cornellà de Llobregat","3","3",,"8"
"7","juliol","2024","RP Metropolitana Sud","ABP Esplugues de Llobregat","3",,,
"7","juliol","2024","RP Metropolitana Nord","ABP Arenys de Mar","1",,"1","62"
"7","juliol","2024","RP Metropolitana Nord","ABP Mataró","3",,,"21"
"7","juliol","2024","RP Metropolitana Nord","ABP Premià de Mar",,,,"12"
"7","juliol","2024","RP Metropolitana Nord","ABP Granollers","4",,,"33"
"7","juliol","2024","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"5"
"7","juliol","2024","RP Metropolitana Nord","ABP Badalona","41","28","1","26"
"7","juliol","2024","RP Metropolitana Nord","ABP Cerdanyola","1","1",,"14"
"7","juliol","2024","RP Metropolitana Nord","ABP Rubí",,,,"15"
"7","juliol","2024","RP Metropolitana Nord","ABP Sabadell","13",,"1","15"
"7","juliol","2024","RP Metropolitana Nord","ABP Terrassa","4",,,"12"
"7","juliol","2024","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","17","18",,
"7","juliol","2024","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"7","juliol","2024","RP Ponent","ABP Segrià","2",,,"5"
"7","juliol","2024","RP Ponent","ABP Segarra - Urgell","1",,,"13"
"7","juliol","2024","RP Ponent","ABP Pla d'Urgell - Garrigues",,,,"1"
"7","juliol","2024","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"4"
"7","juliol","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","3",,,"16"
"7","juliol","2024","RP Camp de Tarragona","ABP Baix Penedès","2",,"1","29"
"7","juliol","2024","RP Camp de Tarragona","ABP Tarragonès","17",,,"25"
"8","agost","2024","RP Central","ABP Osona",,,,"6"
"8","agost","2024","RP Central","ABP Anoia","1",,,"2"
"8","agost","2024","RP Central","ABP Bages","1",,,"6"
"8","agost","2024","RP Central","ABP Berguedà",,,,"1"
"8","agost","2024","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"5"
"8","agost","2024","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"1"
"8","agost","2024","RP Terres de l'Ebre","ABP Montsià","1",,"1","1"
"8","agost","2024","RP Girona","ABP Gironès - Pla de l'Estany","8",,,"20"
"8","agost","2024","RP Girona","ABP Alt Empordà - Figueres","3",,,"31"
"8","agost","2024","RP Girona","ABP Alt Empordà - Roses","1",,,"1"
"8","agost","2024","RP Girona","ABP Baix Empordà - La Bisbal","3",,,
"8","agost","2024","RP Girona","ABP Baix Empordà - Sant Feliu","3",,,
"8","agost","2024","RP Girona","ABP Garrotxa","1",,,
"8","agost","2024","RP Girona","ABP Ripollès",,,,"4"
"8","agost","2024","RP Girona","ABP Selva Litoral","15",,"1","10"
"8","agost","2024","RP Girona","ABP Selva Interior","1",,,"13"
"8","agost","2024","RP Metropolitana Barcelona","ABP Sant Martí","36","100","2","36"
"8","agost","2024","RP Metropolitana Barcelona","ABP Ciutat Vella","67","226","3","47"
"8","agost","2024","RP Metropolitana Barcelona","ABP Eixample","137","412","6","94"
"8","agost","2024","RP Metropolitana Barcelona","ABP Sants - Montjuïc","31","140","1","209"
"8","agost","2024","RP Metropolitana Barcelona","ABP Les Corts","15","29",,
"8","agost","2024","RP Metropolitana Barcelona","ABP Sarrià - Sant Gervasi","10","2",,"4"
"8","agost","2024","RP Metropolitana Barcelona","ABP Gràcia","14","37",,"3"
"8","agost","2024","RP Metropolitana Barcelona","ABP Horta - Guinardó","18","17",,"1"
"8","agost","2024","RP Metropolitana Barcelona","ABP Nou Barris","17","27",,"2"
"8","agost","2024","RP Metropolitana Barcelona","ABP Sant Andreu","17","63",,"23"
"8","agost","2024","RP Metropolitana Barcelona","ABP Barcelona","11","24",,"13"
"8","agost","2024","RP Metropolitana Sud","ABP Alt Penedès","1",,,"10"
"8","agost","2024","RP Metropolitana Sud","ABP Martorell",,,,"10"
"8","agost","2024","RP Metropolitana Sud","ABP Gavà","5","1","1","43"
"8","agost","2024","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,"1","11"
"8","agost","2024","RP Metropolitana Sud","ABP Garraf","1","1",,"86"
"8","agost","2024","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","15","106",,"43"
"8","agost","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","5","9",,"41"
"8","agost","2024","RP Metropolitana Sud","ABP Sant Boi de Llobregat","3",,,"1"
"8","agost","2024","RP Metropolitana Sud","ABP Cornellà de Llobregat","8","2",,"8"
"8","agost","2024","RP Metropolitana Sud","ABP Esplugues de Llobregat","1",,,
"8","agost","2024","RP Metropolitana Nord","ABP Arenys de Mar","2",,,"59"
"8","agost","2024","RP Metropolitana Nord","ABP Mataró",,,,"23"
"8","agost","2024","RP Metropolitana Nord","ABP Premià de Mar","1",,,"15"
"8","agost","2024","RP Metropolitana Nord","ABP Granollers","2",,,"33"
"8","agost","2024","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"4"
"8","agost","2024","RP Metropolitana Nord","ABP Badalona","53","18","1","33"
"8","agost","2024","RP Metropolitana Nord","ABP Cerdanyola","4",,,"29"
"8","agost","2024","RP Metropolitana Nord","ABP Rubí","1",,,"17"
"8","agost","2024","RP Metropolitana Nord","ABP Sabadell","12",,,"21"
"8","agost","2024","RP Metropolitana Nord","ABP Terrassa","5",,"1","21"
"8","agost","2024","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","18","17",,
"8","agost","2024","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"8","agost","2024","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"8","agost","2024","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà","1",,,"1"
"8","agost","2024","RP Ponent","ABP Segrià","2",,"1","10"
"8","agost","2024","RP Ponent","ABP Segarra - Urgell","1",,,"24"
"8","agost","2024","RP Ponent","ABP Pla d'Urgell - Garrigues",,,,"4"
"8","agost","2024","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","4",,,"1"
"8","agost","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","5",,,"25"
"8","agost","2024","RP Camp de Tarragona","ABP Baix Penedès",,,,"35"
"8","agost","2024","RP Camp de Tarragona","ABP Tarragonès","7",,"1","26"
"9","setembre","2024","RP Girona","ABP Gironès - Pla de l'Estany","5",,,"17"
"9","setembre","2024","RP Girona","ABP Alt Empordà - Figueres","4",,,"15"
"9","setembre","2024","RP Girona","ABP Alt Empordà - Roses","3",,,
"9","setembre","2024","RP Girona","ABP Baix Empordà - La Bisbal","2",,,
"9","setembre","2024","RP Girona","ABP Baix Empordà - Sant Feliu","2",,,
"9","setembre","2024","RP Girona","ABP Garrotxa","3",,,
"9","setembre","2024","RP Girona","ABP Ripollès",,,,"4"
"9","setembre","2024","RP Girona","ABP Selva Litoral","4",,,"10"
"9","setembre","2024","RP Girona","ABP Selva Interior","1",,,"10"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Sant Martí","36","93","3","27"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Ciutat Vella","20","154","2","18"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Eixample","146","432","4","94"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Sants-Montjuïc","32","136","4","161"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Les Corts","10","34",,"1"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","35","6","3","7"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Gràcia","28","34",,
"9","setembre","2024","RP Metropolitana Barcelona","ABP Horta-Guinardó","26","32",,
"9","setembre","2024","RP Metropolitana Barcelona","ABP Nou Barris","23","29",,"6"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Sant Andreu","24","67",,"19"
"9","setembre","2024","RP Metropolitana Barcelona","ABP Barcelona","5","27",,"28"
"9","setembre","2024","RP Metropolitana Sud","ABP Alt Penedès","4",,,"10"
"9","setembre","2024","RP Metropolitana Sud","ABP Martorell",,,,"13"
"9","setembre","2024","RP Metropolitana Sud","ABP Gavà","9",,,"20"
"9","setembre","2024","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1","1","1","8"
"9","setembre","2024","RP Metropolitana Sud","ABP Garraf","2",,,"46"
"9","setembre","2024","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","18","144",,"21"
"9","setembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","10","15","1","46"
"9","setembre","2024","RP Metropolitana Sud","ABP Sant Boi de Llobregat","3","1",,"2"
"9","setembre","2024","RP Metropolitana Sud","ABP Cornellà de Llobregat","4","2",,"12"
"9","setembre","2024","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","2",,
"9","setembre","2024","RP  Metropolitana Nord","ABP Arenys de Mar","2",,"1","61"
"9","setembre","2024","RP  Metropolitana Nord","ABP Mataró","5","1",,"14"
"9","setembre","2024","RP  Metropolitana Nord","ABP Premià de Mar",,,,"13"
"9","setembre","2024","RP  Metropolitana Nord","ABP Granollers",,,,"24"
"9","setembre","2024","RP  Metropolitana Nord","ABP Mollet del Vallès","2",,"1","6"
"9","setembre","2024","RP  Metropolitana Nord","ABP Badalona","38","28","1","16"
"9","setembre","2024","RP  Metropolitana Nord","ABP Cerdanyola","2","1",,"11"
"9","setembre","2024","RP  Metropolitana Nord","ABP Rubí","3",,,"15"
"9","setembre","2024","RP  Metropolitana Nord","ABP Sabadell","7",,,"21"
"9","setembre","2024","RP  Metropolitana Nord","ABP Terrassa","8",,,"13"
"9","setembre","2024","RP  Metropolitana Nord","ABP Santa Coloma de Gramenet","13","18",,
"9","setembre","2024","RP Ponent","ABP Segrià","3",,,"3"
"9","setembre","2024","RP Ponent","ABP Segarra - Urgell","1",,,"22"
"9","setembre","2024","RP Ponent","ABP Noguera","1",,,
"9","setembre","2024","RP Ponent","ABP Pla d'Urgell - Garrigues",,,,"1"
"9","setembre","2024","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,"1",,"2"
"9","setembre","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","3",,,"11"
"9","setembre","2024","RP Camp de Tarragona","ABP Baix Penedès","1",,,"12"
"9","setembre","2024","RP Camp de Tarragona","ABP Tarragonès","9",,"1","21"
"10","octubre","2024","RP Central","ABP Osona","3",,,
"10","octubre","2024","RP Central","ABP Anoia","2",,,"1"
"10","octubre","2024","RP Central","ABP Bages","2",,,"8"
"10","octubre","2024","RP Terres de l'Ebre","ABP Baix Ebre",,,,"1"
"10","octubre","2024","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"3"
"10","octubre","2024","RP Terres de l'Ebre","ABP Montsià","1",,,"2"
"10","octubre","2024","RP Girona","ABP Gironès - Pla de l'Estany","10",,"1","23"
"10","octubre","2024","RP Girona","ABP Alt Empordà - Figueres",,,,"13"
"10","octubre","2024","RP Girona","ABP Alt Empordà - Roses","1",,,"1"
"10","octubre","2024","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"10","octubre","2024","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"10","octubre","2024","RP Girona","ABP Ripollès",,,,"6"
"10","octubre","2024","RP Girona","ABP Selva Litoral","8",,,"11"
"10","octubre","2024","RP Girona","ABP Selva Interior","2",,,"7"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Sant Martí","40","112",,"23"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Ciutat Vella","27","158","5","21"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Eixample","154","427","6","87"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Sants-Montjuïc","46","119","2","138"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Les Corts","27","32","1","1"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","52","1",,"11"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Gràcia","44","28",,"1"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Horta-Guinardó","47","26",,
"10","octubre","2024","RP Metropolitana Barcelona","ABP Nou Barris","57","21",,"5"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Sant Andreu","38","73","3","15"
"10","octubre","2024","RP Metropolitana Barcelona","ABP Barcelona","14","23",,"19"
"10","octubre","2024","RP Metropolitana Sud","ABP Alt Penedès",,,,"7"
"10","octubre","2024","RP Metropolitana Sud","ABP Martorell","1",,,"7"
"10","octubre","2024","RP Metropolitana Sud","ABP Gavà","13",,,"19"
"10","octubre","2024","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"7"
"10","octubre","2024","RP Metropolitana Sud","ABP Garraf","3",,,"40"
"10","octubre","2024","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","24","160",,"21"
"10","octubre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","3","18","1","39"
"10","octubre","2024","RP Metropolitana Sud","ABP Sant Boi de Llobregat","2",,,"5"
"10","octubre","2024","RP Metropolitana Sud","ABP Cornellà de Llobregat","3","8",,"3"
"10","octubre","2024","RP Metropolitana Sud","ABP Esplugues de Llobregat",,"5",,
"10","octubre","2024","RP  Metropolitana Nord","ABP Arenys de Mar","2",,"1","37"
"10","octubre","2024","RP  Metropolitana Nord","ABP Mataró","1",,,"20"
"10","octubre","2024","RP  Metropolitana Nord","ABP Premià de Mar",,,,"15"
"10","octubre","2024","RP  Metropolitana Nord","ABP Granollers","3",,,"33"
"10","octubre","2024","RP  Metropolitana Nord","ABP Mollet del Vallès","1","1",,"7"
"10","octubre","2024","RP  Metropolitana Nord","ABP Badalona","39","33",,"10"
"10","octubre","2024","RP  Metropolitana Nord","ABP Cerdanyola","2",,,"23"
"10","octubre","2024","RP  Metropolitana Nord","ABP Rubí","3",,,"11"
"10","octubre","2024","RP  Metropolitana Nord","ABP Sabadell","11",,,"15"
"10","octubre","2024","RP  Metropolitana Nord","ABP Terrassa","8",,"1","10"
"10","octubre","2024","RP  Metropolitana Nord","ABP Santa Coloma de Gramenet","12","20",,
"10","octubre","2024","RP Ponent","ABP Segrià","4",,,"9"
"10","octubre","2024","RP Ponent","ABP Segarra - Urgell","1",,,"5"
"10","octubre","2024","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","2",,,
"10","octubre","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","14",,,"10"
"10","octubre","2024","RP Camp de Tarragona","ABP Baix Penedès","1",,,"19"
"10","octubre","2024","RP Camp de Tarragona","ABP Tarragonès","28",,"1","9"
"11","novembre","2024","RP Central","ABP Osona",,,,"6"
"11","novembre","2024","RP Central","ABP Anoia","1",,,"5"
"11","novembre","2024","RP Central","ABP Bages","3",,,"8"
"11","novembre","2024","RP Central","ABP Berguedà","1",,,
"11","novembre","2024","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"2"
"11","novembre","2024","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre","2",,,
"11","novembre","2024","RP Terres de l'Ebre","ABP Montsià","3",,,"2"
"11","novembre","2024","RP Girona","ABP Gironès - Pla de l'Estany","9",,,"11"
"11","novembre","2024","RP Girona","ABP Alt Empordà - Figueres","4",,,"19"
"11","novembre","2024","RP Girona","ABP Alt Empordà - Roses",,,,"6"
"11","novembre","2024","RP Girona","ABP Baix Empordà - La Bisbal",,,,"1"
"11","novembre","2024","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"11","novembre","2024","RP Girona","ABP Ripollès",,,,"1"
"11","novembre","2024","RP Girona","ABP Selva Litoral","4",,,"3"
"11","novembre","2024","RP Girona","ABP Selva Interior",,,"1","9"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Sant Martí","39","104","1","22"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Ciutat Vella","25","141","5","25"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Eixample","132","451","3","66"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Sants-Montjuïc","33","141","3","118"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Les Corts","25","27",,"1"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","58","1",,"21"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Gràcia","42","33",,
"11","novembre","2024","RP Metropolitana Barcelona","ABP Horta-Guinardó","51","27","1","1"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Nou Barris","58","24",,"7"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Sant Andreu","31","66",,"18"
"11","novembre","2024","RP Metropolitana Barcelona","ABP Barcelona","10","21","1","19"
"11","novembre","2024","RP Metropolitana Sud","ABP Alt Penedès","2",,,"4"
