"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Bàsica Policial (ABP)","Aeroport","Tipus de fet","Nombre"
"4","abril","2025","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"3","març","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","10"
"3","març","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","8"
"3","març","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"3","març","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","5"
"3","març","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","17"
"3","març","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","79"
"3","març","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","164"
"2","febrer","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","6"
"2","febrer","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","6"
"2","febrer","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"2","febrer","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","7"
"2","febrer","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","27"
"4","abril","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","6"
"4","abril","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"4","abril","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","9"
"4","abril","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","11"
"5","maig","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","207"
"5","maig","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","85"
"5","maig","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","19"
"5","maig","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","12"
"5","maig","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","11"
"5","maig","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","5"
"5","maig","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"6","juny","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","177"
"6","juny","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","81"
"6","juny","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","16"
"6","juny","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","13"
"6","juny","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","9"
"6","juny","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","5"
"7","juliol","2025","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"7","juliol","2025","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"7","juliol","2025","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle (lleu)","1"
"7","juliol","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","177"
"7","juliol","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","74"
"7","juliol","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","13"
"7","juliol","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","10"
"7","juliol","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"7","juliol","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","21"
"7","juliol","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"7","juliol","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"8","agost","2025","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"8","agost","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","183"
"8","agost","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","73"
"8","agost","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","7"
"8","agost","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"8","agost","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"8","agost","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","10"
"8","agost","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","7"
"4","abril","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","100"
"2","febrer","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","86"
"2","febrer","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","218"
"1","gener","2025","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Robatori amb força interior vehicle","1"
"1","gener","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"1","gener","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","20"
"4","abril","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","17"
"1","gener","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"1","gener","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","13"
"1","gener","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","26"
"1","gener","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","110"
"1","gener","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","277"
"4","abril","2025","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","218"
"4","abril","2025","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"4","abril","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","5"
"4","abril","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","23"
"4","abril","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"4","abril","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"4","abril","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","18"
"4","abril","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","112"
"4","abril","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","304"
"4","abril","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"3","març","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"3","març","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","271"
"3","març","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","128"
"3","març","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","32"
"3","març","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"3","març","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"3","març","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","12"
"3","març","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"2","febrer","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","4"
"2","febrer","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"2","febrer","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","40"
"2","febrer","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","108"
"2","febrer","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","300"
"2","febrer","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"2","febrer","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"1","gener","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","7"
"1","gener","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"1","gener","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"1","gener","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","14"
"1","gener","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","97"
"1","gener","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle (lleu)","1"
"1","gener","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","227"
"11","novembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","6"
"11","novembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","17"
"11","novembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"11","novembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"11","novembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","35"
"11","novembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","155"
"11","novembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","510"
"11","novembre","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"11","novembre","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"10","octubre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","5"
"10","octubre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","9"
"10","octubre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"10","octubre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","18"
"10","octubre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","56"
"10","octubre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","219"
"10","octubre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","684"
"10","octubre","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","2"
"9","setembre","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"9","setembre","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"9","setembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","4"
"9","setembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","11"
"9","setembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"9","setembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","7"
"9","setembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","45"
"9","setembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","178"
"9","setembre","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","639"
"9","setembre","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"9","setembre","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"8","agost","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"8","agost","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","3"
"8","agost","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","7"
"8","agost","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"8","agost","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","7"
"8","agost","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","37"
"8","agost","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","163"
"8","agost","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","574"
"8","agost","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"7","juliol","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","2"
"7","juliol","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"7","juliol","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"7","juliol","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","7"
"7","juliol","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"7","juliol","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","25"
"7","juliol","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","185"
"7","juliol","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","484"
"7","juliol","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"6","juny","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","14"
"6","juny","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","153"
"6","juny","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","445"
"6","juny","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"6","juny","2024","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"6","juny","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"6","juny","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"6","juny","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"6","juny","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"5","maig","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","5"
"5","maig","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","14"
"5","maig","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"5","maig","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"5","maig","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","26"
"5","maig","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","157"
"5","maig","2024","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","418"
"5","maig","2024","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","13"
"12","desembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","281"
"12","desembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","109"
"12","desembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","12"
"12","desembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"12","desembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","4"
"12","desembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","5"
"11","novembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","295"
"11","novembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","123"
"11","novembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","17"
"11","novembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"11","novembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"11","novembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","7"
"10","octubre","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"10","octubre","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"10","octubre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","305"
"10","octubre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","100"
"10","octubre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","18"
"10","octubre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"10","octubre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"10","octubre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","10"
"10","octubre","2023","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"9","setembre","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"9","setembre","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"9","setembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","351"
"9","setembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","119"
"9","setembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","37"
"9","setembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","5"
"9","setembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"9","setembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","9"
"9","setembre","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","6"
"8","agost","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"8","agost","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","2"
"8","agost","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","362"
"8","agost","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","114"
"8","agost","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","21"
"8","agost","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","5"
"8","agost","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"8","agost","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"8","agost","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"8","agost","2023","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"8","agost","2023","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"7","juliol","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"7","juliol","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"7","juliol","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle (lleu)","1"
"7","juliol","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","296"
"7","juliol","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","103"
"7","juliol","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","26"
"7","juliol","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"7","juliol","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"7","juliol","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","3"
"7","juliol","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"6","juny","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"6","juny","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","2"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","242"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","76"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","20"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"6","juny","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"6","juny","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","2"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","243"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","79"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","20"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"6","juny","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"5","maig","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","155"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","70"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","10"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"5","maig","2023","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"5","maig","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"5","maig","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","161"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","70"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","10"
